id,rid, day, timing ,starttime,endtime
1530,218,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1531,218,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1532,218,Sun,12 Noon to 4 AM,12:00 PM,4:00 AM
1533,219,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1534,219,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
1535,219,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
1536,219,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
1537,219,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
1538,219,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
1539,219,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
1540,220,Mon,3 PM to 1:30 AM,3:00 PM,1:30 AM
1541,220,Tue,3 PM to 1:30 AM,3:00 PM,1:30 AM
1542,220,Wed,3 PM to 3:30 AM,3:00 PM,3:30 AM
1543,220,Thu,3 PM to 1:30 AM,3:00 PM,1:30 AM
1544,220,Fri,3 PM to 3:30 AM,3:00 PM,3:30 AM
1545,220,Sat,3 PM to 3:30 AM,3:00 PM,3:30 AM
1546,220,Sun,3 PM to 1:30 AM,3:00 PM,1:30 AM
1547,221,Mon,12 Noon to 11 PM,12:00 PM,11:00 PM
1548,221,Tue,12 Noon to 11 PM,12:00 PM,11:00 PM
1549,221,Wed,12 Noon to 11 PM,12:00 PM,11:00 PM
1550,221,Thu,12 Noon to 11 PM,12:00 PM,11:00 PM
1551,221,Fri,12 Noon to 11:30 PM,12:00 PM,11:30 PM
1552,221,Sat,12 Noon to 11:30 PM,12:00 PM,11:30 PM
1553,221,Sun,12 Noon to 11:30 PM,12:00 PM,11:30 PM
1554,222,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1555,222,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1556,222,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1557,222,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1558,222,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1559,222,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1560,222,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1561,223,Mon,Closed,closed,closed
1562,223,Tue,Closed,closed,closed
1563,223,Wed,10:30 PM to 1:30 AM,10:30 PM,1:30 AM
1564,223,Thu,10:30 PM to 1:30 AM,10:30 PM,1:30 AM
1565,223,Fri,10:30 PM to 1:30 AM,10:30 PM,1:30 AM
1566,223,Sat,10:30 PM to 1:30 AM,10:30 PM,1:30 AM
1567,223,Sun,Closed,closed,closed
1568,224,Mon,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1569,224,Tue,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1570,224,Wed,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1571,224,Thu,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1572,224,Fri,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1573,224,Sat,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1574,224,Sun,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
1575,225,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1576,225,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1577,225,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1578,225,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1579,225,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1580,225,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1581,225,Sun,12 Noon to 5 AM,12:00 PM,5:00 AM
1582,226,Mon,Closed,closed,closed
1583,226,Tue,11:30 AM to 3 PM,11:30 AM,3:00 PM
1584,226,Wed,11:30 AM to 3 PM,11:30 AM,3:00 PM
1585,226,Thu,11:30 AM to 3 PM,11:30 AM,3:00 PM
1586,226,Fri,11:30 AM to 3 PM,11:30 AM,3:00 PM
1587,226,Sat,11:30 AM to 3 PM,11:30 AM,3:00 PM
1588,226,Sun,11:30 AM to 3 PM,11:30 AM,3:00 PM
1589,227,Mon,8 AM to 2 AM,8:00 AM,2:00 AM
1590,227,Tue,8 AM to 2 AM,8:00 AM,2:00 AM
1591,227,Wed,8 AM to 2 AM,8:00 AM,2:00 AM
1592,227,Thu,8 AM to 2 AM,8:00 AM,2:00 AM
1593,227,Fri,8 AM to 2 AM,8:00 AM,2:00 AM
1594,227,Sat,8 AM to 2 AM,8:00 AM,2:00 AM
1595,227,Sun,8 AM to 2 AM,8:00 AM,2:00 AM
1596,228,Mon,1 PM to 11 PM,1:00 PM,11:00 PM
1597,228,Tue,1 PM to 11 PM,1:00 PM,11:00 PM
1598,228,Wed,1 PM to 11 PM,1:00 PM,11:00 PM
1599,228,Thu,1 PM to 11 PM,1:00 PM,11:00 PM
1600,228,Fri,1 PM to 11 PM,1:00 PM,11:00 PM
1601,228,Sat,1 PM to 11 PM,1:00 PM,11:00 PM
1602,228,Sun,1 PM to 11 PM,1:00 PM,11:00 PM
1603,229,Mon,2 PM to 12 Midnight,2:00 PM,12:00 AM
1604,229,Tue,2 PM to 12 Midnight,2:00 PM,12:00 AM
1605,229,Wed,2 PM to 12 Midnight,2:00 PM,12:00 AM
1606,229,Thu,2 PM to 12 Midnight,2:00 PM,12:00 AM
1607,229,Fri,2 PM to 12 Midnight,2:00 PM,12:00 AM
1608,229,Sat,2 PM to 12 Midnight,2:00 PM,12:00 AM
1609,229,Sun,2 PM to 12 Midnight,2:00 PM,12:00 AM
1610,230,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
1611,230,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
1612,230,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
1613,230,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
1614,230,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
1615,230,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
1616,230,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
1617,231,Mon,10 AM to 9:30 PM,10:00 AM,9:30 PM
1618,231,Tue,10 AM to 9:30 PM,10:00 AM,9:30 PM
1619,231,Wed,10 AM to 9:30 PM,10:00 AM,9:30 PM
1620,231,Thu,10 AM to 9:30 PM,10:00 AM,9:30 PM
1621,231,Fri,10 AM to 9:30 PM,10:00 AM,9:30 PM
1622,231,Sat,10 AM to 9:30 PM,10:00 AM,9:30 PM
1623,231,Sun,10 AM to 9:30 PM,10:00 AM,9:30 PM
1624,232,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
1625,232,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
1626,232,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
1627,232,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
1628,232,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
1629,232,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
1630,232,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
1631,233,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1632,233,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
1633,233,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
1634,233,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
1635,233,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
1636,233,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
1637,233,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
1638,234,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1639,234,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1640,234,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1641,234,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1642,234,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1643,234,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1644,234,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1645,235,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1646,235,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1647,235,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1648,235,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1649,235,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1650,235,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1651,235,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1652,236,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1653,236,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1654,236,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1655,236,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1656,236,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1657,236,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1658,236,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1659,237,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1660,237,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1661,237,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1662,237,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1663,237,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1664,237,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1665,237,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1666,238,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1667,238,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1668,238,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1669,238,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1670,238,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1671,238,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1672,238,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1673,239,Mon,6 PM to 11 PM,6:00 PM,11:00 PM
1674,239,Tue,6 PM to 11 PM,6:00 PM,11:00 PM
1675,239,Wed,6 PM to 11 PM,6:00 PM,11:00 PM
1676,239,Thu,6 PM to 11 PM,6:00 PM,11:00 PM
1677,239,Fri,6 PM to 11 PM,6:00 PM,11:00 PM
1678,239,Sat,6 PM to 11 PM,6:00 PM,11:00 PM
1679,239,Sun,6 PM to 11 PM,6:00 PM,11:00 PM
1680,240,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1681,240,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1682,240,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1683,240,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1684,240,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1685,240,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1686,240,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1687,241,Mon,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1688,241,Tue,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1689,241,Wed,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1690,241,Thu,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1691,241,Fri,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1692,241,Sat,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1693,241,Sun,7:30 AM to 11:30 PM,7:30 AM,11:30 PM
1694,242,Mon,6 PM to 1:30 AM,6:00 PM,1:30 AM
1695,242,Tue,6 PM to 1:30 AM,6:00 PM,1:30 AM
1696,242,Wed,6 PM to 1:30 AM,6:00 PM,1:30 AM
1697,242,Thu,6 PM to 1:30 AM,6:00 PM,1:30 AM
1698,242,Fri,6 PM to 1:30 AM,6:00 PM,1:30 AM
1699,242,Sat,6 PM to 1:30 AM,6:00 PM,1:30 AM
1700,242,Sun,6 PM to 1:30 AM,6:00 PM,1:30 AM
1701,243,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1702,243,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1703,243,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1704,243,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1705,243,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1706,243,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1707,243,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1708,244,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1709,244,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1710,244,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1711,244,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1712,244,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1713,244,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1714,244,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1715,245,Mon,24 Hours,12:00 PM,11:59 AM
1716,245,Tue,24 Hours,12:00 PM,11:59 AM
1717,245,Wed,24 Hours,12:00 PM,11:59 AM
1718,245,Thu,24 Hours,12:00 PM,11:59 AM
1719,245,Fri,24 Hours,12:00 PM,11:59 AM
1720,245,Sat,24 Hours,12:00 PM,11:59 AM
1721,245,Sun,24 Hours,12:00 PM,11:59 AM
1722,246,Mon,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1723,246,Tue,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1724,246,Wed,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1725,246,Thu,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1726,246,Fri,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1727,246,Sat,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1728,246,Sun,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1729,247,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1730,247,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
1731,247,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
1732,247,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
1733,247,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
1734,247,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
1735,247,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
1736,248,Mon,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1737,248,Tue,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1738,248,Wed,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1739,248,Thu,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1740,248,Fri,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1741,248,Sat,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1742,248,Sun,12:30 PM to 12:30 AM,12:30 PM,12:30 AM
1743,249,Mon,11:30 AM to 11:30 PM,11:30 AM,11:30 PM
1744,249,Tue,11:30 AM to 11:30 PM,11:30 PM,11:30 PM
1745,249,Wed,11:30 AM to 11:30 PM,11:30 AM,11:30 PM
1746,249,Thu,11:30 AM to 11:30 PM,11:30 PM,11:30 PM
1747,249,Fri,11:30 AM to 11:30 PM,11:30 AM,11:30 PM
1748,249,Sat,11:30 AM to 11:45 PM,11:30 PM,11:30 PM
1749,249,Sun,11:30 AM to 11:45 PM,11:30 AM,11:30 PM
1750,250,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1751,250,Tue,9 AM to 1 AM,9:00 AM,1:00 AM
1752,250,Wed,9 AM to 1 AM,9:00 AM,1:00 AM
1753,250,Thu,9 AM to 1 AM,9:00 AM,1:00 AM
1754,250,Fri,9 AM to 1 AM,9:00 AM,1:00 AM
1755,250,Sat,9 AM to 1 AM,9:00 AM,1:00 AM
1756,250,Sun,9 AM to 1 AM,9:00 AM,1:00 AM
1757,251,Mon,12:30 PM to 3 PM,12:30 PM,3:00 PM
1758,251,Tue,12:30 PM to 3 PM,12:30 PM,3:00 PM
1759,251,Wed,12:30 PM to 3 PM,12:30 PM,3:00 PM
1760,251,Thu,12:30 PM to 3 PM,12:30 PM,3:00 PM
1761,251,Fri,12:30 PM to 3 PM,12:30 PM,3:00 PM
1762,251,Sat,12:30 PM to 3 PM,12:30 PM,3:00 PM
1763,251,Sun,12:30 PM to 3 PM,12:30 PM,3:00 PM
1764,252,Mon,12 Midnight to 3 AM,12:00 AM,3:00 AM
1765,252,Tue,11:30 AM to 12 Midnight,11:30 AM,12:00 AM
1766,252,Wed,11:30 AM to 12 Midnight,11:30 AM,12:00 AM
1767,252,Thu,11:30 AM to 12 Midnight,11:30 AM,12:00 AM
1768,252,Fri,11:30 AM to 12 Midnight,11:30 AM,12:00 AM
1769,252,Sat,11:30 AM to 12 Midnight,11:30 AM,12:00 AM
1770,252,Sun,11:30 AM to 12 Midnight,11:30 AM,12:00 AM
1771,253,Mon,12 Noon to 4 PM,12:00 PM,4:00 PM
1772,253,Tue,12 Noon to 4 PM,12:00 PM,4:00 PM
1773,253,Wed,12 Noon to 4 PM,12:00 PM,4:00 PM
1774,253,Thu,12 Noon to 4 PM,12:00 PM,4:00 PM
1775,253,Fri,12 Noon to 4 PM,12:00 PM,4:00 PM
1776,253,Sat,12 Noon to 4 PM,12:00 PM,4:00 PM
1777,253,Sun,12 Noon to 4 PM,12:00 PM,4:00 PM
1778,254,Mon,9 AM to 1:30 AM,9:00 AM,1:30 AM
1779,254,Tue,9 AM to 1:30 AM,9:00 AM,1:30 AM
1780,254,Wed,9 AM to 1:30 AM,9:00 AM,1:30 AM
1781,254,Thu,9 AM to 1:30 AM,9:00 AM,1:30 AM
1782,254,Fri,9 AM to 1:30 AM,9:00 AM,1:30 AM
1783,254,Sat,9 AM to 1:30 AM,9:00 AM,1:30 AM
1784,254,Sun,9 AM to 1:30 AM,9:00 AM,1:30 AM
1785,255,Mon,6 PM to 1:30 AM,6:00 PM,1:30 AM
1786,255,Tue,6 PM to 1:30 AM,6:00 PM,1:30 AM
1787,255,Wed,6 PM to 1:30 AM,6:00 PM,1:30 AM
1788,255,Thu,6 PM to 1:30 AM,6:00 PM,1:30 AM
1789,255,Fri,6 PM to 1:30 AM,6:00 PM,1:30 AM
1790,255,Sat,6 PM to 1:30 AM,6:00 PM,1:30 AM
1791,255,Sun,6 PM to 1:30 AM,6:00 PM,1:30 AM
1792,256,Mon,12 Noon to 4 PM,12:00 PM,4:00 PM
1793,256,Tue,12 Noon to 4 PM,12:00 PM,4:00 PM
1794,256,Wed,12 Noon to 4 PM,12:00 PM,4:00 PM
1795,256,Thu,12 Noon to 4 PM,12:00 PM,4:00 PM
1796,256,Fri,12 Noon to 4 PM,12:00 PM,4:00 PM
1797,256,Sat,12 Noon to 4 PM,12:00 PM,4:00 PM
1798,256,Sun,12 Noon to 4 PM,12:00 PM,4:00 PM
1799,257,Mon,Closed,closed,closed
1800,257,Tue,Closed,closed,closed
1801,257,Wed,9 PM to 1:30 AM,9:00 AM,1:30 AM
1802,257,Thu,9 PM to 1:30 AM,9:00 AM,1:30 AM
1803,257,Fri,9 PM to 1:30 AM,9:00 AM,1:30 AM
1804,257,Sat,9 PM to 1:30 AM,9:00 AM,1:30 AM
1805,257,Sun,9 PM to 1:30 AM,9:00 AM,1:30 AM
1806,258,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1807,258,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
1808,258,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
1809,258,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
1810,258,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1811,258,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1812,258,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1813,259,Mon,9 AM to 12 Midnight,9:00 AM,12:00 AM
1814,259,Tue,9 AM to 12 Midnight,9:00 AM,12:00 AM
1815,259,Wed,9 AM to 12 Midnight,9:00 AM,12:00 AM
1816,259,Thu,9 AM to 12 Midnight,9:00 AM,12:00 AM
1817,259,Fri,9 AM to 12 Midnight,9:00 AM,12:00 AM
1818,259,Sat,9 AM to 12 Midnight,9:00 AM,12:00 AM
1819,259,Sun,9 AM to 12 Midnight,9:00 AM,12:00 AM
1820,260,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
1821,260,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
1822,260,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
1823,260,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
1824,260,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
1825,260,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
1826,260,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
1827,261,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1828,261,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1829,261,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1830,261,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1831,261,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1832,261,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1833,261,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1834,262,Mon,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1835,262,Tue,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1836,262,Wed,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1837,262,Thu,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1838,262,Fri,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1839,262,Sat,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1840,262,Sun,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1841,263,Mon,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1842,263,Tue,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1843,263,Wed,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1844,263,Thu,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1845,263,Fri,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1846,263,Sat,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1847,263,Sun,12:30 PM to 2:45 PM,12:30 PM,2:45 PM
1848,264,Mon,7 AM to 12 Midnight,7:00 AM,12:00 AM
1849,264,Tue,7 AM to 12 Midnight,7:00 AM,12:00 AM
1850,264,Wed,7 AM to 12 Midnight,7:00 AM,12:00 AM
1851,264,Thu,7 AM to 12 Midnight,7:00 AM,12:00 AM
1852,264,Fri,7 AM to 12 Midnight,7:00 AM,12:00 AM
1853,264,Sat,7 AM to 12 Midnight,7:00 AM,12:00 AM
1854,264,Sun,7 AM to 12 Midnight,7:00 AM,12:00 AM
1855,265,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1856,265,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
1857,265,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
1858,265,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
1859,265,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
1860,265,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
1861,265,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
1862,266,Mon,5 PM to 1:30 AM,5:00 PM,1:30 AM
1863,266,Tue,5 PM to 1:30 AM,5:00 PM,1:30 AM
1864,266,Wed,5 PM to 1:30 AM,5:00 PM,1:30 AM
1865,266,Thu,5 PM to 1:30 AM,5:00 PM,1:30 AM
1866,266,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1867,266,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1868,266,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1869,267,Mon,6 PM to 1:30 AM,6:00 PM,1:30 AM
1870,267,Tue,6 PM to 1:30 AM,6:00 PM,1:30 AM
1871,267,Wed,6 PM to 1:30 AM,6:00 PM,1:30 AM
1872,267,Thu,6 PM to 1:30 AM,6:00 PM,1:30 AM
1873,267,Fri,6 PM to 1:30 AM,6:00 PM,1:30 AM
1874,267,Sat,6 PM to 1:30 AM,6:00 PM,1:30 AM
1875,267,Sun,6 PM to 5 AM,6:00 PM,5:00 AM
1876,268,Mon,8:30 AM to 11 AM,8:30 AM,11:00 AM
1877,268,Tue,8:30 AM to 11 AM,8:30 AM,11:00 AM
1878,268,Wed,8:30 AM to 11 AM,8:30 AM,11:00 AM
1879,268,Thu,8:30 AM to 11 AM,8:30 AM,11:00 AM
1880,268,Fri,8:30 AM to 11 AM,8:30 AM,11:00 AM
1881,268,Sat,8:30 AM to 11 AM,8:30 AM,11:00 AM
1882,268,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
1883,269,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
1884,269,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
1885,269,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
1886,269,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
1887,269,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
1888,269,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
1889,269,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
1890,270,Mon,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1891,270,Tue,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1892,270,Wed,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1893,270,Thu,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1894,270,Fri,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1895,270,Sat,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1896,270,Sun,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
1897,271,Mon,11:30 AM to 4 PM,11:30 AM,4:00 PM
1898,271,Tue,11:30 AM to 4 PM,11:30 AM,4:00 PM
1899,271,Wed,11:30 AM to 4 PM,11:30 AM,4:00 PM
1900,271,Thu,11:30 AM to 4 PM,11:30 AM,4:00 PM
1901,271,Fri,11:30 AM to 4 PM,11:30 AM,4:00 PM
1902,271,Sat,11:30 AM to 10:30 PM,11:30 AM,10:30 PM
1903,271,Sun,Closed,closed,closed
1904,272,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
1905,272,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
1906,272,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
1907,272,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
1908,272,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
1909,272,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
1910,272,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
1911,273,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1912,273,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1913,273,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1914,273,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1915,273,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1916,273,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1917,273,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
1918,274,Mon,10 AM to 1 AM,10:00 AM,1:00 AM
1919,274,Tue,10 AM to 1 AM,10:00 AM,1:00 AM
1920,274,Wed,10 AM to 1 AM,10:00 AM,1:00 AM
