id,rid, day, timing ,starttime,endtime
0,0,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
1,0,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
2,0,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
3,0,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
4,0,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
5,0,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
6,0,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
7,1,Mon,1 PM to 1 AM,1:00 PM,1:00 AM
8,1,Tue,1 PM to 1 AM,1:00 PM,1:00 AM
9,1,Wed,1 PM to 1 AM,1:00 PM,1:00 AM
10,1,Thu,1 PM to 1 AM,1:00 PM,1:00 AM
11,1,Fri,1 PM to 1 AM,1:00 PM,1:00 AM
12,1,Sat,1 PM to 1 AM,1:00 PM,1:00 AM
13,1,Sun,1 PM to 1 AM,1:00 PM,1:00 AM
14,2,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
15,2,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
16,2,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
17,2,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
18,2,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
19,2,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
20,2,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
21,3,Mon,11 AM to 12:30 AM,11:00 AM,12:30 AM
22,3,Tue,11 AM to 12:30 AM,11:00 AM,12:30 AM
23,3,Wed,11 AM to 12:30 AM,11:00 AM,12:30 AM
24,3,Thu,11 AM to 12:30 AM,11:00 AM,12:30 AM
25,3,Fri,11 AM to 12:30 AM,11:00 AM,12:30 AM
26,3,Sat,11 AM to 12:30 AM,11:00 AM,12:30 AM
27,3,Sun,11 AM to 12:30 AM,11:00 AM,12:30 AM
28,4,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
29,4,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
30,4,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
31,4,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
32,4,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
33,4,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
34,4,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
35,5,Mon,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
36,5,Tue,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
37,5,Wed,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
38,5,Thu,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
39,5,Fri,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
40,5,Sat,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
41,5,Sun,12:30 PM to 1:30 AM,12:30 PM,1:30 AM
42,6,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
43,6,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
44,6,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
45,6,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
46,6,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
47,6,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
48,6,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
49,7,Mon,6 PM to 1:30 AM,6:00 PM,1:30 AM
50,7,Tue,6 PM to 1:30 AM,6:00 PM,1:30 AM
51,7,Wed,6 PM to 1:30 AM,6:00 PM,1:30 AM
52,7,Thu,6 PM to 1:30 AM,6:00 PM,1:30 AM
53,7,Fri,6 PM to 3 AM,6:00 PM,3:00 AM
54,7,Sat,6 PM to 3 AM,6:00 PM,3:00 AM
55,7,Sun,6 PM to 1:30 AM,6:00 PM,1:30 AM
56,8,Mon,1 PM to 1:30 AM,1:00 PM,1:30 AM
57,8,Tue,1 PM to 1:30 AM,1:00 PM,1:30 AM
58,8,Wed,1 PM to 1:30 AM,1:00 PM,1:30 AM
59,8,Thu,1 PM to 1:30 AM,1:00 PM,1:30 AM
60,8,Fri,1 PM to 1:30 AM,1:00 PM,1:30 AM
61,8,Sat,1 PM to 1:30 AM,1:00 PM,1:30 AM
62,8,Sun,1 PM to 1:30 AM,1:00 PM,1:30 AM
63,9,Mon,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
64,9,Tue,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
65,9,Wed,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
66,9,Thu,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
67,9,Fri,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
68,9,Sat,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
69,9,Sun,10:30 AM to 10:30 PM,10:30 AM,10:30 PM
70,10,Mon,11:30 AM to 1 AM,11:30 AM,1:00 AM
71,10,Tue,11:30 AM to 1 AM,11:30 AM,1:00 AM
72,10,Wed,11:30 AM to 1 AM,11:30 AM,1:00 AM
73,10,Thu,11:30 AM to 1 AM,11:30 AM,1:00 AM
74,10,Fri,11:30 AM to 1 AM,11:30 AM,1:00 AM
75,10,Sat,11:30 AM to 1 AM,11:30 AM,1:00 AM
76,10,Sun,11:30 AM to 1 AM,11:30 AM,1:00 AM
77,11,Mon,12:30 PM to 3 PM,12:30 PM,3:00 PM
78,11,Tue,12:30 PM to 3 PM,12:30 PM,3:00 PM
79,11,Wed,12:30 PM to 3 PM,12:30 PM,3:00 PM
80,11,Thu,12:30 PM to 3 PM,12:30 PM,3:00 PM
81,11,Fri,12:30 PM to 3 PM,12:30 PM,3:00 PM
82,11,Sat,12:30 PM to 3 PM,12:30 PM,3:00 PM
83,11,Sun,12:30 PM to 3 PM,12:30 PM,3:00 PM
84,12,Mon,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
85,12,Tue,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
86,12,Wed,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
87,12,Thu,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
88,12,Fri,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
89,12,Sat,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
90,12,Sun,5:30 PM to 1:30 AM,5:30 PM,1:30 AM
91,13,Mon,12 Noon to 11 PM,12:00 PM,11:00 PM
92,13,Tue,12 Noon to 11 PM,12:00 PM,11:00 PM
93,13,Wed,12 Noon to 11 PM,12:00 PM,11:00 PM
94,13,Thu,12 Noon to 11 PM,12:00 PM,11:00 PM
95,13,Fri,12 Noon to 11 PM,12:00 PM,11:00 PM
96,13,Sat,12 Noon to 11 PM,12:00 PM,11:00 PM
97,13,Sun,12 Noon to 11 PM,12:00 PM,11:00 PM
98,14,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
99,14,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
100,14,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
101,14,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
102,14,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
103,14,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
104,14,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
105,15,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
106,15,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
107,15,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
108,15,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
109,15,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
110,15,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
111,15,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
112,16,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
113,16,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
114,16,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
115,16,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
116,16,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
117,16,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
118,16,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
119,17,Mon,Closed,closed,closed
120,17,Tue,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
121,17,Wed,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
122,17,Thu,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
123,17,Fri,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
124,17,Sat,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
125,17,Sun,11:30 AM to 3:30 PM,11:30 AM,3:30 PM
126,18,Mon,Closed,closed,closed
127,18,Tue,7 PM to 1:30 AM,7:00 PM,1:30 AM
128,18,Wed,7 PM to 1:30 AM,7:00 PM,1:30 AM
129,18,Thu,7 PM to 1:30 AM,7:00 PM,1:30 AM
130,18,Fri,7 PM to 1:30 AM,7:00 PM,1:30 AM
131,18,Sat,7 PM to 1:30 AM,7:00 PM,1:30 AM
132,18,Sun,7 PM to 1:30 AM,7:00 PM,1:30 AM
133,19,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
134,19,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
135,19,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
136,19,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
137,19,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
138,19,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
139,19,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
140,20,Mon,Closed,closed,closed
141,20,Tue,12 Midnight to 1 AM,12:00 AM,1:00 AM
142,20,Wed,12 Midnight to 1 AM,12:00 AM,1:00 AM
143,20,Thu,12 Midnight to 1 AM,12:00 AM,1:00 AM
144,20,Fri,12 Midnight to 1 AM,12:00 AM,1:00 AM
145,20,Sat,12 Midnight to 1 AM,12:00 AM,1:00 AM
146,20,Sun,12 Midnight to 1 AM,12:00 AM,1:00 AM
147,21,Mon,7 AM to 12:30 AM,7:00 AM,12:30 AM
148,21,Tue,7 AM to 12:30 AM,7:00 AM,12:30 AM
149,21,Wed,7 AM to 12:30 AM,7:00 AM,12:30 AM
150,21,Thu,7 AM to 12:30 AM,7:00 AM,12:30 AM
151,21,Fri,7 AM to 12:30 AM,7:00 AM,12:30 AM
152,21,Sat,7 AM to 12:30 AM,7:00 AM,12:30 AM
153,21,Sun,7 AM to 12:30 AM,7:00 AM,12:30 AM
154,22,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
155,22,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
156,22,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
157,22,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
158,22,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
159,22,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
160,22,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
161,23,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
162,23,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
163,23,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
164,23,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
165,23,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
166,23,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
167,23,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
168,24,Mon,4 PM to 1:30 AM,4:00 PM,1:30 AM
169,24,Tue,4 PM to 1:30 AM,4:00 PM,1:30 AM
170,24,Wed,4 PM to 1:30 AM,4:00 PM,1:30 AM
171,24,Thu,4 PM to 1:30 AM,4:00 PM,1:30 AM
172,24,Fri,4 PM to 1:30 AM,4:00 PM,1:30 AM
173,24,Sat,4 PM to 1:30 AM,4:00 PM,1:30 AM
174,24,Sun,4 PM to 1:30 AM,4:00 PM,1:30 AM
175,25,Mon,6 PM to 1 AM,6:00 PM,1:00 AM
176,25,Tue,6 PM to 1 AM,6:00 PM,1:00 AM
177,25,Wed,6 PM to 1 AM,6:00 PM,1:00 AM
178,25,Thu,6 PM to 1 AM,6:00 PM,1:00 AM
179,25,Fri,6 PM to 1 AM,6:00 PM,1:00 AM
180,25,Sat,6 PM to 1 AM,6:00 PM,1:00 AM
181,25,Sun,6 PM to 1 AM,6:00 PM,1:00 AM
182,26,Mon,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
183,26,Tue,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
184,26,Wed,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
185,26,Thu,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
186,26,Fri,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
187,26,Sat,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
188,26,Sun,12:30 PM to 3:30 PM,12:30 PM,3:30 PM
189,27,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
190,27,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
191,27,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
192,27,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
193,27,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
194,27,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
195,27,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
196,28,Mon,5 PM to 1:30 AM,5:00 PM,1:30 AM
197,28,Tue,5 PM to 1:30 AM,5:00 PM,1:30 AM
198,28,Wed,5 PM to 1:30 AM,5:00 PM,1:30 AM
199,28,Thu,5 PM to 1:30 AM,5:00 PM,1:30 AM
200,28,Fri,5 PM to 1:30 AM,5:00 PM,1:30 AM
201,28,Sat,5 PM to 1:30 AM,5:00 PM,1:30 AM
202,28,Sun,5 PM to 1:30 AM,5:00 PM,1:30 AM
203,29,Mon,8:30 AM to 1 AM,8:30 AM,1:00 AM
204,29,Tue,8:30 AM to 1 AM,8:30 AM,1:00 AM
205,29,Wed,8:30 AM to 1 AM,8:30 AM,1:00 AM
206,29,Thu,8:30 AM to 1 AM,8:30 AM,1:00 AM
207,29,Fri,8:30 AM to 1 AM,8:30 AM,1:00 AM
208,29,Sat,8:30 AM to 1 AM,8:30 AM,1:00 AM
209,29,Sun,8:30 AM to 5 AM,8:30 AM,5:00 AM
210,30,Mon,12 Noon to 3 AM,12:00 PM,3:00 AM
211,30,Tue,12 Noon to 3 AM,12:00 PM,3:00 AM
212,30,Wed,12 Noon to 3 AM,12:00 PM,3:00 AM
213,30,Thu,12 Noon to 3 AM,12:00 PM,3:00 AM
214,30,Fri,12 Noon to 3 AM,12:00 PM,3:00 AM
215,30,Sat,12 Noon to 3 AM,12:00 PM,3:00 AM
216,30,Sun,12 Noon to 3 AM,12:00 PM,3:00 AM
217,31,Mon,4 PM to 12 Midnight,4:00 PM,12:00 AM
218,31,Tue,4 PM to 12 Midnight,4:00 PM,12:00 AM
219,31,Wed,4 PM to 12 Midnight,4:00 PM,12:00 AM
220,31,Thu,4 PM to 12 Midnight,4:00 PM,12:00 AM
221,31,Fri,12:1 AM to 12:30 AM,12:10 AM,12:30 AM
222,31,Sat,4 PM to 12 Midnight,4:00 PM,12:00 AM
223,31,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
224,32,Mon,5 PM to 1:30 AM,5:00 PM,1:30 AM
225,32,Tue,5 PM to 1:30 AM,5:00 PM,1:30 AM
226,32,Wed,5 PM to 1:30 AM,5:00 PM,1:30 AM
227,32,Thu,5 PM to 1:30 AM,5:00 PM,1:30 AM
228,32,Fri,5 PM to 1:30 AM,5:00 PM,1:30 AM
229,32,Sat,5 PM to 1:30 AM,5:00 PM,1:30 AM
230,32,Sun,5 PM to 4 AM,5:00 PM,4:00 AM
231,33,Mon,7 PM to 1:30 AM,7:00 PM,1:30 AM
232,33,Tue,7 PM to 1:30 AM,7:00 PM,1:30 AM
233,33,Wed,7 PM to 1:30 AM,7:00 PM,1:30 AM
234,33,Thu,7 PM to 1:30 AM,7:00 PM,1:30 AM
235,33,Fri,7 PM to 1:30 AM,7:00 PM,1:30 AM
236,33,Sat,7 PM to 1:30 AM,7:00 PM,1:30 AM
237,33,Sun,7 PM to 1:30 AM,7:00 PM,1:30 AM
238,34,Mon,11 AM to 11 PM,11:00 AM,11:00 PM
239,34,Tue,11 AM to 11 PM,11:00 AM,11:00 PM
240,34,Wed,11 AM to 11 PM,11:00 AM,11:00 PM
241,34,Thu,11 AM to 11 PM,11:00 AM,11:00 PM
242,34,Fri,11 AM to 11 PM,11:00 AM,11:00 PM
243,34,Sat,11 AM to 11 PM,11:00 AM,11:00 PM
244,34,Sun,11 AM to 11 PM,11:00 AM,11:00 PM
245,35,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
246,35,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
247,35,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
248,35,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
249,35,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
250,35,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
251,35,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
252,36,Mon,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
253,36,Tue,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
254,36,Wed,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
255,36,Thu,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
256,36,Fri,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
257,36,Sat,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
258,36,Sun,11:30 AM to 12:30 AM,11:30 AM,12:30 AM
259,37,Mon,12 Noon to 1 AM,12:00 PM,1:00 AM
260,37,Tue,12 Noon to 1 AM,12:00 PM,1:00 AM
261,37,Wed,12 Noon to 1 AM,12:00 PM,1:00 AM
262,37,Thu,12 Noon to 1 AM,12:00 PM,1:00 AM
263,37,Fri,12 Noon to 1 AM,12:00 PM,1:00 AM
264,37,Sat,12 Noon to 1 AM,12:00 PM,1:00 AM
265,37,Sun,12 Noon to 1 AM,12:00 PM,1:00 AM
266,38,Mon,11 AM to 1:30 AM,11:00 AM,1:30 AM
267,38,Tue,11 AM to 1:30 AM,11:00 AM,1:30 AM
268,38,Wed,11 AM to 1:30 AM,11:00 AM,1:30 AM
269,38,Thu,11 AM to 1:30 AM,11:00 AM,1:30 AM
270,38,Fri,11 AM to 1:30 AM,11:00 AM,1:30 AM
271,38,Sat,11 AM to 1:30 AM,11:00 AM,1:30 AM
272,38,Sun,11 AM to 1:30 AM,11:00 AM,1:30 AM
273,39,Mon,12 Noon to 2:30 PM,12:00 PM,2:30 PM
274,39,Tue,12 Noon to 2:30 PM,12:00 PM,2:30 PM
275,39,Wed,12 Noon to 2:30 PM,12:00 PM,2:30 PM
276,39,Thu,12 Noon to 2:30 PM,12:00 PM,2:30 PM
277,39,Fri,12 Noon to 2:30 PM,12:00 PM,2:30 PM
278,39,Sat,12 Noon to 2:30 PM,12:00 PM,2:30 PM
279,39,Sun,12 Noon to 2:30 PM,12:00 PM,2:30 PM
280,40,Mon,11 AM to 1 AM,11:00 AM,1:00 AM
281,40,Tue,11 AM to 1 AM,11:00 AM,1:00 AM
282,40,Wed,11 AM to 1 AM,11:00 AM,1:00 AM
283,40,Thu,11 AM to 1 AM,11:00 AM,1:00 AM
284,40,Fri,11 AM to 1 AM,11:00 AM,1:00 AM
285,40,Sat,11 AM to 1 AM,11:00 AM,1:00 AM
286,40,Sun,11 AM to 1 AM,11:00 AM,1:00 AM
287,41,Mon,Closed,closed,closed
288,41,Tue,12 Noon to 3 PM,12:00 PM,3:00 PM
289,41,Wed,12 Noon to 3 PM,12:00 PM,3:00 PM
290,41,Thu,12 Noon to 3 PM,12:00 PM,3:00 PM
291,41,Fri,12 Noon to 3 PM,12:00 PM,3:00 PM
292,41,Sat,7 PM to 1 AM,7:00 PM,1:00 AM
293,41,Sun,11:30 AM to 4 PM,11:30 AM,4:00 PM
294,42,Mon,12:15 PM to 1 AM,12:15 PM,1:00 AM
295,42,Tue,12:15 PM to 1 AM,12:15 PM,1:00 AM
296,42,Wed,12:15 PM to 1 AM,12:15 PM,1:00 AM
297,42,Thu,12:15 PM to 1 AM,12:15 PM,1:00 AM
298,42,Fri,12:15 PM to 1 AM,12:15 PM,1:00 AM
299,42,Sat,12:15 PM to 1 AM,12:15 PM,1:00 AM
300,42,Sun,12:15 PM to 1 AM,12:15 PM,1:00 AM
301,43,Mon,12 Noon to 12 Midnight,12:00 PM,12:00 AM
302,43,Tue,12 Noon to 12 Midnight,12:00 PM,12:00 AM
303,43,Wed,12 Noon to 12 Midnight,12:00 PM,12:00 AM
304,43,Thu,12 Noon to 12 Midnight,12:00 PM,12:00 AM
305,43,Fri,12 Noon to 12 Midnight,12:00 PM,12:00 AM
306,43,Sat,12 Noon to 12 Midnight,12:00 PM,12:00 AM
307,43,Sun,12 Noon to 12 Midnight,12:00 PM,12:00 AM
308,44,Mon,10 AM to 12 Midnight,10:00 AM,12:00 AM
309,44,Tue,10 AM to 12 Midnight,10:00 AM,12:00 AM
310,44,Wed,10 AM to 12 Midnight,10:00 AM,12:00 AM
311,44,Thu,10 AM to 12 Midnight,10:00 AM,12:00 AM
312,44,Fri,10 AM to 12 Midnight,10:00 AM,12:00 AM
313,44,Sat,10 AM to 12 Midnight,10:00 AM,12:00 AM
314,44,Sun,2 PM to 12 Midnight,2:00 PM,12:00 AM
315,45,Mon,7 AM to 1 AM,7:00 AM,1:00 AM
316,45,Tue,7 AM to 1 AM,7:00 AM,1:00 AM
317,45,Wed,7 AM to 1 AM,7:00 AM,1:00 AM
318,45,Thu,7 AM to 1 AM,7:00 AM,1:00 AM
319,45,Fri,7 AM to 1 AM,7:00 AM,1:00 AM
320,45,Sat,7 AM to 1 AM,7:00 AM,1:00 AM
321,45,Sun,7 AM to 1 AM,7:00 AM,1:00 AM
322,46,Mon,12 Noon to 3:30 PM,12:00 PM,3:30 PM
323,46,Tue,12 Noon to 3:30 PM,12:00 PM,3:30 PM
324,46,Wed,12 Noon to 3:30 PM,12:00 PM,3:30 PM
325,46,Thu,12 Noon to 3:30 PM,12:00 PM,3:30 PM
326,46,Fri,12 Noon to 3:30 PM,12:00 PM,3:30 PM
327,46,Sat,12 Noon to 3:30 PM,12:00 PM,3:30 PM
328,46,Sun,12 Noon to 3:30 PM,12:00 PM,3:30 PM
329,47,Mon,8 AM to 12 Midnight,8:00 AM,12:00 AM
330,47,Tue,8 AM to 12 Midnight,8:00 AM,12:00 AM
331,47,Wed,8 AM to 12 Midnight,8:00 AM,12:00 AM
332,47,Thu,8 AM to 12 Midnight,8:00 AM,12:00 AM
333,47,Fri,8 AM to 12 Midnight,8:00 AM,12:00 AM
334,47,Sat,8 AM to 12 Midnight,8:00 AM,12:00 AM
335,47,Sun,8 AM to 12 Midnight,8:00 AM,12:00 AM
336,48,Mon,4 PM to 1:30 AM,4:00 PM,1:30 AM
337,48,Tue,4 PM to 1:30 AM,4:00 PM,1:30 AM
338,48,Wed,4 PM to 1:30 AM,4:00 PM,1:30 AM
339,48,Thu,4 PM to 1:30 AM,4:00 PM,1:30 AM
340,48,Fri,4 PM to 1:30 AM,4:00 PM,1:30 AM
341,48,Sat,4 PM to 1:30 AM,4:00 PM,1:30 AM
342,48,Sun,4 PM to 1:30 AM,4:00 PM,1:30 AM
343,49,Mon,12 Midnight to 1 AM,12:00 AM,1:00 AM
344,49,Tue,12 Midnight to 1 AM,12:00 AM,1:00 AM
345,49,Wed,12 Midnight to 1 AM,12:00 AM,1:00 AM
346,49,Thu,12 Midnight to 1 AM,12:00 AM,1:00 AM
347,49,Fri,12 Midnight to 1 AM,12:00 AM,1:00 AM
348,49,Sat,12 Midnight to 2 AM,12:00 AM,2:00 AM
349,49,Sun,12 Midnight to 2 AM,12:00 AM,2:00 AM
350,50,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
351,50,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
352,50,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
353,50,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
354,50,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
355,50,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
356,50,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
357,51,Mon,7 PM to 1:30 AM,7:00 PM,1:30 AM
358,51,Tue,7 PM to 1:30 AM,7:00 PM,1:30 AM
359,51,Wed,7 PM to 1:30 AM,7:00 PM,1:30 AM
360,51,Thu,7 PM to 1:30 AM,7:00 PM,1:30 AM
361,51,Fri,7 PM to 1:30 AM,7:00 PM,1:30 AM
362,51,Sat,7 PM to 1:30 AM,7:00 PM,1:30 AM
363,51,Sun,7 PM to 1:30 AM,7:00 PM,1:30 AM
364,52,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
365,52,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
366,52,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
367,52,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
368,52,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
369,52,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
370,52,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
371,53,Mon,10 AM to 1:30 AM,10:00 AM,1:30 AM
372,53,Tue,10 AM to 1:30 AM,10:00 AM,1:30 AM
373,53,Wed,10 AM to 1:30 AM,10:00 AM,1:30 AM
374,53,Thu,10 AM to 1:30 AM,10:00 AM,1:30 AM
375,53,Fri,10 AM to 1:30 AM,10:00 AM,1:30 AM
376,53,Sat,10 AM to 1:30 AM,10:00 AM,1:30 AM
377,53,Sun,10 AM to 1:30 AM,10:00 AM,1:30 AM
378,54,Mon,12 Noon to 3 PM,12:00 PM,3:00 PM
379,54,Tue,Closed,closed,closed
380,54,Wed,12 Noon to 3 PM,12:00 PM,3:00 PM
381,54,Thu,12 Noon to 3 PM,12:00 PM,3:00 PM
382,54,Fri,12 Noon to 3 PM,12:00 PM,3:00 PM
383,54,Sat,12 Noon to 3 PM,12:00 PM,3:00 PM
384,54,Sun,12 Noon to 3 PM,12:00 PM,3:00 PM
385,55,Mon,12 Noon to 1:30 AM,12:00 PM,1:30 AM
386,55,Tue,12 Noon to 1:30 AM,12:00 PM,1:30 AM
387,55,Wed,12 Noon to 1:30 AM,12:00 PM,1:30 AM
388,55,Thu,12 Noon to 1:30 AM,12:00 PM,1:30 AM
389,55,Fri,12 Noon to 1:30 AM,12:00 PM,1:30 AM
390,55,Sat,12 Noon to 1:30 AM,12:00 PM,1:30 AM
391,55,Sun,12 Noon to 1:30 AM,12:00 PM,1:30 AM
392,56,Mon,Closed,closed,closed
393,56,Tue,8:30 AM to 10 PM,8:30 AM,10:00 PM
394,56,Wed,8:30 AM to 10 PM,8:30 AM,10:00 PM
395,56,Thu,8:30 AM to 10 PM,8:30 AM,10:00 PM
396,56,Fri,8:30 AM to 10 PM,8:30 AM,10:00 PM
397,56,Sat,8:30 AM to 10 PM,8:30 AM,10:00 PM
398,56,Sun,8:30 AM to 10 PM,8:30 AM,10:00 PM
399,57,Mon,3 PM to 1:30 AM,3:00 PM,1:30 AM
400,57,Tue,3 PM to 1:30 AM,3:00 PM,1:30 AM
401,57,Wed,3 PM to 1:30 AM,3:00 PM,1:30 AM
